type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temperature_difference_k,power_w,tool_wear_torque
1,0.9989135886031064,0.6042816241171917,-0.460607413938203,0.7183047640697756,-0.8439972598086245,-1.10084184309248,0.8523872475882601,-0.6219445140062274
1,-1.5051940762914926,-1.1532598401403102,-0.7755739070376335,0.6384558330577823,0.382263078555401,1.29965826336818,0.4803633487001517,0.6461401437439834
1,0.4980920556241866,1.0774658644942483,-1.0076544809003718,0.5586069020457898,0.46086951050181285,0.5995123989838439,0.18404107896420202,0.6895443837072455
0,-0.5536331636315563,-0.13929361076096888,-0.7092651716482797,1.6265863543311931,-0.37235866813015317,0.8995749122914317,1.8988607101236608,0.15124670180992447
0,-1.4551119229935894,-1.018064342889739,1.0700192279660468,-1.1282017655825582,-0.9068824053657539,1.3996791011373368,-1.0016874444212724,-1.016908913279769
2,-0.8541260834188912,-0.7476733483885967,0.9208245733400008,-0.818787157911086,-1.5671764337156138,0.5995123989837853,-0.5609051385594349,-1.4355612474352217
1,0.347845595730505,0.6718793727424964,-1.5270729081169763,1.2273416992712292,-0.0579329403445056,0.2994498856762525,0.5918162245403964,0.40301966238113524
2,-1.2047011565041295,-0.6800755997632919,-0.6982137157500541,0.019626617714838552,-0.8911611189764717,1.3996791011373368,-0.3117108438348768,-0.7987529620918692
1,1.9504745012630427,2.159029842498856,0.3793032343269449,0.05955108322083481,-0.45096510007656504,-0.700758492015675,0.5166126324221353,-0.38839849734115783
2,-1.354947616397811,-0.9504665942644343,-0.5987506126660234,0.19928671249182206,0.02067349160190629,1.29965826336818,0.010489820799578865,0.0976296995023653
0,-0.5536331636315563,0.06349963511490707,-0.40535013444707485,0.24919229437431759,1.2469338299659318,1.1996374255990196,0.2256222885784808,1.2924874328047522
0,-1.0544546966104762,-0.9504665942644343,0.8379386541033086,-1.0383717181940662,0.13072249632688293,0.6995332367530558,-0.9707798520236218,-0.30818575976199175
0,-0.4033867037378747,0.46908612686662055,0.0035537337872734807,-0.36963692096862694,1.0582783932945432,1.4996999389065542,-0.39965832476165025,0.7268847960285811
0,-0.8040439301210163,-1.085662091515044,-0.1345894649405469,0.00964550133833931,1.1211635388516727,-0.0006126276313370987,0.07391630188101182,1.0195797279377048
1,0.19759913583682334,-0.13929361076096888,-0.6540078921571515,0.7183047640697756,-1.6929467248298729,-0.6007376542464594,0.6910623103341769,-1.5257739814765119
0,-0.6537974702273347,-0.0716958621357025,0.42903478586896027,-0.6990137613930969,1.4984744121944498,1.1996374255989646,-0.6477979528261927,0.8497570929834047
0,-1.1546190032062544,-0.8828688456391679,-1.6044330994045557,2.0358121257676562,0.5551972288375071,0.9995957500605904,1.5082727249328867,1.5370618143624475
0,-0.5536331636315563,-0.004098113510397719,0.13617120456598106,-0.6191648303811045,1.1840486844088023,1.0996165878298076,-0.6964102735072359,0.6676294978434415
0,-0.9542903900146694,-0.8828688456391679,0.1582741163624323,-0.7089948777695962,-1.535733860937049,0.5995123989837853,-0.8210171863015516,-1.4091073560850635
0,2.0506388078588493,2.159029842498856,-0.582173428818685,1.0077571389882494,-1.0169314100907305,-0.900800167554106,1.1570882580121054,-0.761838081534879
0,1.2493243550925663,0.7394771213678013,0.17485130020977074,-0.5792403648751074,1.467031839415885,-1.4009043564000128,-0.6119392863856963,0.9118847305778784
2,-0.4033867037378747,-0.815271097013863,2.0370216190607895,-1.8668043774434917,-0.0579329403445056,-0.40069597870808354,-1.8900195005467073,-0.7402423444943342
0,-0.20305809054628973,0.13109738374017343,-0.3942986785488492,0.798153695081768,-1.5514551473263314,0.5995123989837853,1.0223838884913525,-1.372582546312057
2,0.4980920556241866,1.4830523562459619,-0.2782583916174801,0.029607734091337087,0.14644378271616532,1.1996374255989646,0.0011833640681539275,0.14624670357886227
0,-0.45346885703574963,0.3338906296160494,-0.8308311865287616,2.1356232895326475,-0.6867843959158006,1.3996791011373368,2.469679508992481,-0.1322992971657658
0,1.199242201794663,0.13109738374017343,-1.0408088485950486,0.5087013201632943,0.9482293885695665,-2.201071058553566,0.09135736349940109,1.1610335786022905
0,-0.45346885703574963,0.3338906296160494,-0.04065208980562904,-0.3396935718391292,-0.7182269686943654,1.3996791011373368,-0.38313521375475257,-0.7210934150987774
0,0.2977634424326301,-0.27448910801154003,1.0313391323222572,-0.99844725268807,0.6180823743946366,-1.0008210053232647,-0.8021894333338833,0.03805525249396614
0,0.8486671287094248,0.8070748699930677,0.2743144032938014,-0.20993905894464118,-0.5138502456336945,-0.5007168164773008,0.022315758996594572,-0.5177956146826154
0,-1.6053583828872708,-1.6940418291426331,-1.0629117603915,1.4768696086837065,-1.0169314100907305,0.6995332367530007,1.349682108649212,-0.6901714402229894
0,0.347845595730505,1.2126613617448194,-0.29483557546481853,0.7282858804462741,-1.3942422834335078,1.0996165878298076,1.0051771972418557,-1.2070861509619386
